"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides","area_1","area_2","area_3","area_4_and_5","area_6","area_7","area_8"
"488","E9PQW4;P27361;E9PJF0;B3KR49;E9PBK7;H0YEX6;E9PRH7","E9PQW4;P27361;E9PJF0;B3KR49;E9PBK7;H0YEX6;E9PRH7","E9PQW4;P27361;E9PJF0;B3KR49;E9PBK7","4;4;3;2;2;1;1","3;3;2;1;2;1;1","3;3;2;1;2;1;1","Mitogen-activated protein kinase;Mitogen-activated protein kinase 3;Mitogen-activated protein kinase;Mitogen-activated protein kinase 3;Mitogen-activated protein kinase",7,4,3,3,-1.21658444987951,-2.14857303188375,-0.99019746115809,-1.00567577666038,-1.63817050271443,-1.57410526679729,NA
"489","E9PR30;P62861","E9PR30;P62861","E9PR30;P62861","2;2","2;2","2;2","FAU ubiquitin-like and ribosomal protein S30;FAU ubiquitin-like and ribosomal protein S30",2,2,2,2,2.20391763187298,2.23721143240342,2.1600900844432,-1.24235610601431,2.1117482937815,1.95061809129682,NA
"490","E9PRT0;E9PSB9;E9PR06;A0A5F9ZH13;Q9NQC8;E9PKW0;E9PMR8","E9PRT0;E9PSB9;E9PR06;A0A5F9ZH13;Q9NQC8;E9PKW0;E9PMR8","E9PRT0;E9PSB9;E9PR06;A0A5F9ZH13;Q9NQC8","3;3;3;3;3;1;1","3;3;3;3;3;1;1","3;3;3;3;3;1;1","Intraflagellar transport protein 46 homolog (Fragment);Intraflagellar transport protein 46 homolog (Fragment);Intraflagellar transport protein 46 homolog;Intraflagellar transport protein 46 homolog;Intraflagellar transport protein 46 homolog",7,3,3,3,-2.62545085522071,-1.964419414835,-0.902713214191696,-2.51688077535577,-0.405553332864674,-0.80437118470471,NA
"491","E9PS17;E9PK59;Q96KG9;H0YDH0;E9PPN3","E9PS17;E9PK59;Q96KG9;H0YDH0;E9PPN3","E9PS17;E9PK59;Q96KG9;H0YDH0;E9PPN3","2;2;2;1;1","2;2;2;1;1","2;2;2;1;1","N-terminal kinase-like protein;N-terminal kinase-like protein;N-terminal kinase-like protein;N-terminal kinase-like protein (Fragment);N-terminal kinase-like protein",5,2,2,2,-3.62825392741652,-0.655191084180579,-2.88712230809193,-2.81394245779411,1.65928868081239,-2.35202026710057,NA
"492","F2Z2B9;A0A804HI27;A0A804HL95;A0A804HJQ4;A0A804HJS9;A0A804HJ08;A0A804HJH7;Q9BSJ2;A0A804HK74","F2Z2B9;A0A804HI27;A0A804HL95;A0A804HJQ4;A0A804HJS9;A0A804HJ08;A0A804HJH7;Q9BSJ2;A0A804HK74","F2Z2B9;A0A804HI27;A0A804HL95;A0A804HJQ4;A0A804HJS9;A0A804HJ08;A0A804HJH7;Q9BSJ2;A0A804HK74","3;3;3;3;3;3;3;3;2","3;3;3;3;3;3;3;3;2","3;3;3;3;3;3;3;3;2","Gamma-tubulin complex component;Gamma-tubulin complex component;Gamma-tubulin complex component;Gamma-tubulin complex component;Gamma-tubulin complex component;Gamma-tubulin complex component;Gamma-tubulin complex component;Gamma-tubulin complex component ",9,3,3,3,-3.16720428715738,-3.36542103340068,NA,-3.07217207037405,-2.84963821955653,-3.14721272676754,NA
"493","F2Z2V0;B0QZ18;Q99829;A6PVH9;E7ENH5;Q5JX56;Q5JX58;H0Y524;Q5JX59;Q5JX60;Q5JX44;Q5JX45;Q5JX55;Q5JX61;Q5JX52","F2Z2V0;B0QZ18;Q99829;A6PVH9;E7ENH5;Q5JX56;Q5JX58;H0Y524;Q5JX59;Q5JX60;Q5JX44;Q5JX45;Q5JX55;Q5JX61;Q5JX52","F2Z2V0;B0QZ18;Q99829;A6PVH9;E7ENH5","5;5;5;4;3;2;2;2;2;2;2;2;1;1;1","5;5;5;4;3;2;2;2;2;2;2;2;1;1;1","5;5;5;4;3;2;2;2;2;2;2;2;1;1;1","Copine-1 (Fragment);Copine-1;Copine-1;Copine-1;Copine-1",15,5,5,5,2.15879464380768,2.23969578798117,2.18720075611511,1.35815751752922,1.73969834164443,1.43751741225754,NA
"494","F2Z2Y6;O95777;C9JNV3;C9JIZ0","F2Z2Y6;O95777;C9JNV3;C9JIZ0","F2Z2Y6;O95777;C9JNV3","3;3;2;1","3;3;2;1","3;3;2;1","U6 snRNA-associated Sm-like protein LSm8;U6 snRNA-associated Sm-like protein LSm8;U6 snRNA-associated Sm-like protein LSm8 (Fragment)",4,3,3,3,2.12341700408018,2.26260507416463,2.58566690727823,0.839843403127222,1.8951336569813,1.4041713981244,0.97974323289619
"495","F2Z3J9;Q14914;Q5JVP2;F6XGT7","F2Z3J9;Q14914;Q5JVP2;F6XGT7","F2Z3J9;Q14914","7;7;3;2","7;7;3;2","7;7;3;2","Prostaglandin reductase 1;Prostaglandin reductase 1",4,7,7,7,0.165664042002252,0.0257033615011224,-1.87069282627839,-1.9056883335121,0.351743599748765,0.743582568828419,NA
"496","F5GXJ9;Q13740;H7C543","F5GXJ9;Q13740;H7C543","F5GXJ9;Q13740;H7C543","10;10;5","10;10;5","10;10;5","CD166 antigen;CD166 antigen;CD166 antigen (Fragment)",3,10,10,10,0.342316314753376,0.467348217345435,1.41089215050043,0.399277005173616,1.55494062628586,1.49691192325476,NA
"497","F5GXS0;A0A140TA44;A0A140TA32;A0A140TA29;A0A0G2JL54;P0C0L5;P0C0L4;A0A140TA49;A0A0G2JPR0;A0A3B3ISA6;A0A3B3ISD7;CON__P01030;CON__ENSEMBL:ENSBTAP00000007350","F5GXS0;A0A140TA44;A0A140TA32;A0A140TA29;A0A0G2JL54;P0C0L5;P0C0L4;A0A140TA49;A0A0G2JPR0;A0A3B3ISA6;A0A3B3ISD7;CON__P01030;CON__ENSEMBL:ENSBTAP00000007350","F5GXS0;A0A140TA44;A0A140TA32;A0A140TA29;A0A0G2JL54;P0C0L5;P0C0L4;A0A140TA49;A0A0G2JPR0;A0A3B3ISA6","9;9;9;9;9;9;9;8;8;7;2;1;1","9;9;9;9;9;9;9;8;8;7;2;1;1","9;9;9;9;9;9;9;8;8;7;2;1;1","Complement C4-B;Complement C4-A;Complement C4-A;Complement C4-B;Complement C4-B;Complement C4-B;Complement C4-A;Complement C4-A;Complement C4-A;Complement C4-B (Fragment)",13,9,9,9,-1.6326985069584,-1.46847452392691,-3.71889176035766,-0.0109047763388723,-3.05070070181782,-3.19061005191686,NA
"498","F5GXX5;P61803;F5H895;A0A0B4J239","F5GXX5;P61803;F5H895;A0A0B4J239","F5GXX5;P61803;F5H895;A0A0B4J239","3;3;2;2","3;3;2;2","3;3;2;2","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1;Dolichyl-diphosphooligosacch",4,3,3,3,1.2675619520255,1.05744067063561,1.61397919810203,0.236907510473056,0.830681581172154,1.01340003949318,NA
"499","F5GYQ1;P61421;J3QL14;H3BQB4;H3BSG7;H3BQJ1","F5GYQ1;P61421;J3QL14;H3BQB4;H3BSG7;H3BQJ1","F5GYQ1;P61421;J3QL14","3;3;2;1;1;1","3;3;2;1;1;1","3;3;2;1;1;1","V-type proton ATPase subunit;V-type proton ATPase subunit d 1;V-type proton ATPase subunit d 1 (Fragment)",6,3,3,3,-2.34099265312698,-1.41567710202659,-2.50722404442459,-3.20719122935911,-2.62187444476551,-1.64261826421059,NA
"500","F5GZ09;Q9BW83;B1AH58;H0Y6C7","F5GZ09;Q9BW83;B1AH58;H0Y6C7","F5GZ09;Q9BW83;B1AH58;H0Y6C7","3;3;2;2","3;3;2;2","3;3;2;2","Intraflagellar transport protein 27 homolog (Fragment);Intraflagellar transport protein 27 homolog;Intraflagellar transport protein 27 homolog (Fragment);Intraflagellar transport protein 27 homolog (Fragment)",4,3,3,3,-3.11311398040314,-1.4887701053926,-1.83420817806267,NA,-1.00916052327145,-0.715006957749747,NA
"501","F5GZK2;Q96P44","F5GZK2;Q96P44","F5GZK2;Q96P44","2;2","2;2","2;2","Collagen alpha-1(XXI) chain;Collagen alpha-1(XXI) chain",2,2,2,2,-0.773781974497652,-1.03779260116521,-2.294569667851,0.302868933564795,-1.59945209884064,-1.71833992439425,NA
"502","F5H365;Q15436;G3V5X8;G3V4Q2;G3V4V1;G3V1W4;G3V3G5;G3V2R6;G3V5K1","F5H365;Q15436;G3V5X8;G3V4Q2;G3V4V1;G3V1W4;G3V3G5;G3V2R6;G3V5K1","F5H365;Q15436","8;8;2;2;2;2;2;2;1","8;8;2;2;2;2;2;2;1","7;7;2;2;2;2;2;2;1","Protein transport protein SEC23;Protein transport protein Sec23A",9,8,8,7,-0.242755767452842,0.0438062122137168,-0.182622616380304,-0.232658816850957,-0.752293322138737,-0.733259902400025,NA
"503","F5H442;Q99816;J3QRU6;J3QKS4","F5H442;Q99816;J3QRU6;J3QKS4","F5H442;Q99816","4;4;1;1","4;4;1;1","4;4;1;1","Tumor susceptibility gene 101 protein;Tumor susceptibility gene 101 protein",4,4,4,4,0.374320526596282,-0.490965229330829,-1.32655048154392,-0.243733643635338,-0.351337631114049,-0.404018316858831,NA
"504","F5H4B6;Q8IZ83","F5H4B6;Q8IZ83","F5H4B6;Q8IZ83","3;3","3;3","3;3","Aldehyde dehydrogenase family 16 member A1;Aldehyde dehydrogenase family 16 member A1",2,3,3,3,-1.80953256699718,-1.92773411082337,-2.45012602866227,NA,-2.06168313742085,-1.515647540883,NA
"505","F5H608;O75947","F5H608;O75947","F5H608;O75947","4;4","4;4","4;4","ATP synthase subunit d, mitochondrial;ATP synthase subunit d, mitochondrial",2,4,4,4,1.09219787493486,2.61415147648339,1.32485616825992,0.0422856863329955,2.61216743932092,2.31963010502177,NA
"506","F5H669;Q8N684;J3QT54;F5H6M0;F5H047;C9JM38;C9J286;C9J323;F5H5B7;F5H1W4;F5H2K8;F5H6P5;F5H6A8;F5GXA3","F5H669;Q8N684;J3QT54;F5H6M0;F5H047;C9JM38;C9J286;C9J323;F5H5B7;F5H1W4;F5H2K8;F5H6P5;F5H6A8;F5GXA3","F5H669;Q8N684;J3QT54;F5H6M0;F5H047;C9JM38;C9J286;C9J323","4;4;3;3;3;2;2;2;1;1;1;1;1;1","4;4;3;3;3;2;2;2;1;1;1;1;1;1","4;4;3;3;3;2;2;2;1;1;1;1;1;1","Cleavage and polyadenylation-specificity factor subunit 7 (Fragment);Cleavage and polyadenylation specificity factor subunit 7;Cleavage and polyadenylation-specificity factor subunit 7 (Fragment);Cleavage and polyadenylation-specificity factor subunit 7 (F",14,4,4,4,-0.598711102677331,-0.190119895744413,-1.9428637543534,NA,-1.295446535172,-0.173893392573383,NA
"507","F5H6E2;O00159;I3L501;G3V342","F5H6E2;O00159;I3L501;G3V342","F5H6E2;O00159","37;37;8;1","37;37;8;1","28;28;0;0","Unconventional myosin-Ic;Unconventional myosin-Ic",4,37,37,28,3.38436867133034,3.75758229867163,3.10509347357764,3.50469422790162,2.72720471995538,3.15039956130229,0.566018468049039
"508","F5H6I7;Q6DD88;F5GWF8","F5H6I7;Q6DD88;F5GWF8","F5H6I7;Q6DD88;F5GWF8","5;5;4","5;5;4","5;5;4","Atlastin-3;Atlastin-3;Atlastin-3 (Fragment)",3,5,5,5,-0.49117992633364,-0.607212362442962,-3.30358524087694,1.20606024987691,-1.73172382903638,-1.26973333349562,NA
"509","F5H7S7;Q13576;D6R939;E9PDT6;D6RGC6;D6RDK8;D6R999;A0A8I5KRM2","F5H7S7;Q13576;D6R939;E9PDT6;D6RGC6;D6RDK8;D6R999;A0A8I5KRM2","F5H7S7;Q13576;D6R939","19;19;10;6;2;2;1;1","18;18;10;5;2;2;1;1","18;18;10;5;2;2;1;1","Ras GTPase-activating-like protein IQGAP2;Ras GTPase-activating-like protein IQGAP2;Ras GTPase-activating-like protein IQGAP2 (Fragment)",8,19,18,18,-1.80559358717418,-1.85422018650713,-2.18228679909435,NA,-1.29579994509787,-1.13425984118675,NA
"510","F5H8G1;F5H1Z6;F5H8H3;Q9Y365;F5H0V7;F5GY11;F5GWK5;H0YH17;H0YGA9;H0YFF3;F5H5A8;F5H3G8;F5GY07;H0YGN8","F5H8G1;F5H1Z6;F5H8H3;Q9Y365;F5H0V7;F5GY11;F5GWK5;H0YH17;H0YGA9;H0YFF3;F5H5A8;F5H3G8;F5GY07;H0YGN8","F5H8G1;F5H1Z6;F5H8H3;Q9Y365;F5H0V7;F5GY11;F5GWK5;H0YH17;H0YGA9;H0YFF3","5;5;5;5;4;4;3;3;3;3;2;2;1;1","5;5;5;5;4;4;3;3;3;3;2;2;1;1","5;5;5;5;4;4;3;3;3;3;2;2;1;1","START domain-containing protein 10 (Fragment);START domain-containing protein 10 (Fragment);START domain-containing protein 10;START domain-containing protein 10;START domain-containing protein 10 (Fragment);START domain-containing protein 10;START domain-",14,5,5,5,-1.17667802628719,-0.591228596332428,-1.88967865992804,NA,-0.911574486423611,-0.428531734861131,NA
"511","F5H8H2;Q03426;F5GXC0;F5H092;F5H163;F5H368;A0A1W2PS16;A0A1B0GWC2","F5H8H2;Q03426;F5GXC0;F5H092;F5H163;F5H368;A0A1W2PS16;A0A1B0GWC2","F5H8H2;Q03426;F5GXC0;F5H092","3;3;2;2;1;1;1;1","3;3;2;2;1;1;1;1","3;3;2;2;1;1;1;1","Mevalonate kinase;Mevalonate kinase;Mevalonate kinase (Fragment);Mevalonate kinase (Fragment)",8,3,3,3,-2.78184848623154,-2.29399297033322,-3.00344244711413,NA,-2.53122786305087,-1.95090000479622,NA
"512","F6RFD5;P60981","F6RFD5;P60981","F6RFD5;P60981","6;6","6;6","6;6","Destrin;Destrin",2,6,6,6,4.2839236266679,3.87198826737972,4.29597900348611,5.09767860230329,4.29739049774122,4.87771058027926,2.64864058673784
"513","F6S8N6;A0A0A0MRJ6;P22061;A0A3F2YNX8;F8WDT3;F8WAV5;F8WAX2;C9J0F2","F6S8N6;A0A0A0MRJ6;P22061;A0A3F2YNX8;F8WDT3;F8WAV5;F8WAX2;C9J0F2","F6S8N6;A0A0A0MRJ6;P22061;A0A3F2YNX8","4;4;4;3;1;1;1;1","4;4;4;3;1;1;1;1","4;4;4;3;1;1;1;1","Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase;Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase",8,4,4,4,0.868610351115734,0.71816424813456,0.512627224243317,-2.0227752580886,0.480833204331798,0.481466784509831,-1.81361619861765
"514","F6SDV2;Q9GZM7","F6SDV2;Q9GZM7","F6SDV2;Q9GZM7","4;4","4;4","4;4","Tubulointerstitial nephritis antigen-like;Tubulointerstitial nephritis antigen-like",2,4,4,4,-0.124709790397066,0.0457348571008431,0.683100866555378,1.14277053608453,0.422949271868774,0.802376009231207,-0.0458368102573949
"515","F6VRR5;Q9BY77;F8WCX5;Q6R954;F8WEE2","F6VRR5;Q9BY77;F8WCX5;Q6R954;F8WEE2","F6VRR5;Q9BY77;F8WCX5","5;5;3;2;2","5;5;3;2;2","5;5;3;2;2","Polymerase delta-interacting protein 3;Polymerase delta-interacting protein 3;Polymerase delta-interacting protein 3",5,5,5,5,-1.17940226785948,-0.761267333039882,-0.734876857233957,-5.63827995119505,-1.79626095611467,-1.40628725180256,NA
"516","F8VPD4;P27708;H7C2E4","F8VPD4;P27708;H7C2E4","F8VPD4;P27708","6;6;2","6;6;2","6;6;2","CAD protein;CAD protein",3,6,6,6,-3.68465652184918,-4.29016517546131,-4.92350117448697,NA,-5.08507089094926,-4.30458402607966,NA
"517","F8VQE1;Q9UHB6;F8VS07;F8VRN8","F8VQE1;Q9UHB6;F8VS07;F8VRN8","F8VQE1;Q9UHB6;F8VS07","5;5;4;2","5;5;4;2","5;5;4;2","LIM domain and actin-binding protein 1;LIM domain and actin-binding protein 1;LIM domain and actin-binding protein 1",4,5,5,5,-1.802811988637,-1.84921950544876,-4.47948454749168,-3.75896324935,-1.67585243707546,-2.02396405222108,NA
"518","F8VQX6;A0A8Q3SIA8;H0YI09;Q9H8H3","F8VQX6;A0A8Q3SIA8;H0YI09;Q9H8H3","F8VQX6;A0A8Q3SIA8;H0YI09;Q9H8H3","2;2;2;2","2;2;2;2","2;2;2;2","Putative methyltransferase-like protein 7A (Fragment);Uncharacterized protein;Putative methyltransferase-like protein 7A (Fragment);Putative methyltransferase-like protein 7A",4,2,2,2,0.58445346168217,-0.822775221766904,0.0608426454536648,-1.18091578536029,1.0162990393225,0.498480384243898,NA
"519","F8VR84;Q9HB07;F8VQQ3;H3BPH3","F8VR84;Q9HB07;F8VQQ3;H3BPH3","F8VR84;Q9HB07;F8VQQ3","6;6;4;1","6;6;4;1","6;6;4;1","MYG1 exonuclease;MYG1 exonuclease;MYG1 exonuclease",4,6,6,6,-0.916822402837013,-0.791386051054733,-1.62467876475709,-2.07972966148818,-0.630349614096836,-0.383498389185316,NA
"520","F8VV32;A0A0B4J259;P61626","F8VV32;A0A0B4J259;P61626","F8VV32;A0A0B4J259;P61626","3;3;3","3;3;3","3;3;3","Lysozyme C;Lysozyme C;Lysozyme C",3,3,3,3,1.09237162557981,2.257784839006,2.04863243962948,0.792647514605001,1.17300211408425,1.05937152661837,0.446934442722347
"521","F8VVA7;P61923;F8W651;F8VYZ4;F8VYK5;F8VXB1;F8VUC5;F8W156;F8VXR1;F8VYE0","F8VVA7;P61923;F8W651;F8VYZ4;F8VYK5;F8VXB1;F8VUC5;F8W156;F8VXR1;F8VYE0","F8VVA7;P61923;F8W651;F8VYZ4;F8VYK5;F8VXB1;F8VUC5;F8W156;F8VXR1","4;4;3;3;2;2;2;2;2;1","4;4;3;3;2;2;2;2;2;1","4;4;3;3;2;2;2;2;2;1","Coatomer subunit zeta;Coatomer subunit zeta-1;Coatomer subunit zeta;Coatomer subunit zeta;Coatomer subunit zeta;Coatomer subunit zeta (Fragment);Coatomer subunit zeta;Coatomer subunit zeta;Coatomer subunit zeta (Fragment)",10,4,4,4,1.68534731458367,2.3053493176929,2.70431511027009,-0.668543413285736,1.7328464301045,1.51174390141115,NA
"522","F8VXC8;Q8TAQ2;F8VZW6","F8VXC8;Q8TAQ2;F8VZW6","F8VXC8;Q8TAQ2","6;6;2","6;6;2","5;5;2","SWI/SNF complex subunit SMARCC2;SWI/SNF complex subunit SMARCC2",3,6,6,5,-1.98023285196508,-1.67621156308711,-1.88290640963166,-3.65795058433028,-1.71684179537757,-2.58071436956165,NA
"523","F8VXI9;Q14161;F8W822;R4GNG3","F8VXI9;Q14161;F8W822;R4GNG3","F8VXI9;Q14161;F8W822;R4GNG3","2;2;1;1","2;2;1;1","2;2;1;1","ARF GTPase-activating protein GIT2;ARF GTPase-activating protein GIT2;ARF GTPase-activating protein GIT2;ARF GTPase-activating protein GIT2 (Fragment)",4,2,2,2,-2.85203082431995,-3.17833350172542,NA,-3.07321665004925,-3.84105067972961,-3.54667298750181,NA
"524","F8VXU5;Q9UBQ0","F8VXU5;Q9UBQ0","F8VXU5;Q9UBQ0","2;2","2;2","2;2","Vacuolar protein sorting-associated protein 29;Vacuolar protein sorting-associated protein 29",2,2,2,2,-1.76536669664117,-1.28388873386819,NA,-0.969274941182118,-1.93580170549033,-0.82103643448793,NA
"525","F8VYE8;P36873;F8VR82;F8W0W8;A0A087WYY5","F8VYE8;P36873;F8VR82;F8W0W8;A0A087WYY5","F8VYE8;P36873;F8VR82;F8W0W8;A0A087WYY5","7;7;6;6;5","3;3;3;2;2","2;2;2;1;2","Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase",5,7,3,2,-0.911325085417893,-1.24018155847423,-1.7645176935142,-3.5898438803642,-1.50822917179916,-1.75792262478886,NA
"526","F8VYY9;P54619;H0YHF8;H0YIC9","F8VYY9;P54619;H0YHF8;H0YIC9","F8VYY9;P54619;H0YHF8;H0YIC9","3;3;2;2","3;3;2;2","2;2;1;2","5-AMP-activated protein kinase subunit gamma-1;5-AMP-activated protein kinase subunit gamma-1;5-AMP-activated protein kinase subunit gamma-1 (Fragment);5-AMP-activated protein kinase subunit gamma-1 (Fragment)",4,3,3,2,-1.4432339630426,-0.964072854733185,-1.59542813165918,-1.76659977879534,-1.07003562838447,-0.557096265717558,NA
"527","F8VZ44;Q9NRG9;H3BU82","F8VZ44;Q9NRG9;H3BU82","F8VZ44;Q9NRG9;H3BU82","2;2;1","2;2;1","2;2;1","Aladin;Aladin;Aladin (Fragment)",3,2,2,2,0.282011127397098,-0.0801277185812701,0.174833035979482,-0.585505786376565,-0.315320852356006,-0.236781098528777,-2.01102011265102
"528","F8VZJ2;F8W0W4;A0A7I2V2K5;H0YHX9;A0A7I2V473;Q13765;E9PAV3;F8VNW4;F8VZ58;Q9BZK3","F8VZJ2;F8W0W4;A0A7I2V2K5;H0YHX9;A0A7I2V473;Q13765;E9PAV3;F8VNW4;F8VZ58;Q9BZK3","F8VZJ2;F8W0W4;A0A7I2V2K5;H0YHX9;A0A7I2V473;Q13765;E9PAV3;F8VNW4","4;4;4;4;4;4;4;3;1;1","4;4;4;4;4;4;4;3;1;1","4;4;4;4;4;4;4;3;1;1","Nascent polypeptide-associated complex subunit alpha;Nascent polypeptide-associated complex subunit alpha (Fragment);Nascent polypeptide-associated complex subunit alpha;Nascent polypeptide-associated complex subunit alpha;Nascent polypeptide-associated co",10,4,4,4,2.85795747109152,2.86398334472768,2.85917585414733,2.09982534226806,2.34137568319214,2.3611707359113,1.66569182845748
"529","F8VZX2;Q15366;H3BRU6;F8W0G4;F8VXH9;F8W1G6;H3BND9;H3BSP4;F8VTZ0;H3BSS4;F8VRH0","F8VZX2;Q15366;H3BRU6;F8W0G4;F8VXH9;F8W1G6;H3BND9;H3BSP4;F8VTZ0;H3BSS4;F8VRH0","F8VZX2;Q15366;H3BRU6;F8W0G4;F8VXH9;F8W1G6","9;9;8;7;6;5;3;2;2;2;1","6;6;5;4;4;3;2;1;1;2;1","6;6;5;4;4;3;2;1;1;2;1","Poly(rC)-binding protein 2;Poly(rC)-binding protein 2;Poly(rC)-binding protein 2 (Fragment);Poly(rC)-binding protein 2 (Fragment);Poly(rC)-binding protein 2 (Fragment);Poly(rC)-binding protein 2 (Fragment)",11,9,6,6,3.52925896552384,3.32760102445159,3.72969012088,1.32447105449662,2.75875489948434,3.13893332741404,1.40953473747911
"530","F8W020;F8VXI6;F8VUX1;F8VY35;F8W0J6;F5H4R6;H0YIV4;P55209;H0YHC3;F8W118;F8VV59;B7Z9C2;F8VRJ2;F8VVB5;H0YH88;F8W543","F8W020;F8VXI6;F8VUX1;F8VY35;F8W0J6;F5H4R6;H0YIV4;P55209;H0YHC3;F8W118;F8VV59;B7Z9C2;F8VRJ2;F8VVB5;H0YH88;F8W543","F8W020;F8VXI6;F8VUX1;F8VY35;F8W0J6;F5H4R6;H0YIV4;P55209;H0YHC3;F8W118;F8VV59;B7Z9C2;F8VRJ2;F8VVB5;H0YH88;F8W543","5;5;5;5;5;5;5;5;4;4;4;4;3;3;3;3","4;4;4;4;4;4;4;4;3;3;3;3;2;2;2;2","4;4;4;4;4;4;4;4;3;3;3;3;2;2;2;2","Nucleosome assembly protein 1-like 1 (Fragment);Nucleosome assembly protein 1-like 1 (Fragment);Nucleosome assembly protein 1-like 1 (Fragment);Nucleosome assembly protein 1-like 1 (Fragment);Nucleosome assembly protein 1-like 1;Nucleosome assembly protein",16,5,4,4,1.97088243336226,2.22518102250511,1.37787194092819,0.210660866431144,2.11217648496865,2.1994911827955,NA
"531","F8W031;F8W1K5;F8VXJ7;Q9Y2B0;F8W0J2;H0YI18;F8VP03;F8VWQ5;F8VU34","F8W031;F8W1K5;F8VXJ7;Q9Y2B0;F8W0J2;H0YI18;F8VP03;F8VWQ5;F8VU34","F8W031;F8W1K5;F8VXJ7;Q9Y2B0","4;3;3;3;1;1;1;1;1","3;3;3;3;0;1;0;0;0","3;3;3;3;0;1;0;0;0","DUF3456 domain-containing protein (Fragment);Protein canopy homolog 2 (Fragment);Protein canopy homolog 2 (Fragment);Protein canopy homolog 2",9,4,3,3,-2.01882057918918,-1.80820778875029,-1.22364711659598,NA,-2.31153840792096,-0.871451455152823,NA
"532","F8W1A4;P54819;F8VY04;A0A5K1VW67;F8VZG5;A0A5F9ZHP2;G3V213;F8VPP1;A0A8Q3SHW4","F8W1A4;P54819;F8VY04;A0A5K1VW67;F8VZG5;A0A5F9ZHP2;G3V213;F8VPP1;A0A8Q3SHW4","F8W1A4;P54819;F8VY04;A0A5K1VW67;F8VZG5;A0A5F9ZHP2","9;9;7;7;6;6;4;2;2","9;9;7;7;6;6;4;2;2","9;9;7;7;6;6;4;2;2","Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial;Nucleoside-diphosphate kinase;Nucleoside-diphosphate kinase;Nucleoside-diphosphate kinase;Nucleoside-diphosphate kinase",9,9,9,9,3.04922063799847,2.87395228920107,2.55882209899909,-0.671012302466835,2.48090688828906,1.65786121902632,NA
"533","F8W1R7;G3V1V0;P60660;J3KND3;G8JLA2;B7Z6Z4;F8VPF3;G3V1Y7;F8VZU9;F8W180;F8W1I5;A0A8Q3SIC5;P14649;H0YI43;F8VXL3;A0A8Q3SI90","F8W1R7;G3V1V0;P60660;J3KND3;G8JLA2;B7Z6Z4;F8VPF3;G3V1Y7;F8VZU9;F8W180;F8W1I5;A0A8Q3SIC5;P14649;H0YI43;F8VXL3;A0A8Q3SI90","F8W1R7;G3V1V0;P60660;J3KND3;G8JLA2;B7Z6Z4;F8VPF3;G3V1Y7","9;9;9;8;8;8;7;6;4;4;3;3;3;2;1;1","9;9;9;8;8;8;7;6;4;4;3;3;3;2;1;1","9;9;9;8;8;8;7;6;4;4;3;3;3;2;1;1","Myosin light polypeptide 6;Myosin light polypeptide 6;Myosin light polypeptide 6;Myosin light polypeptide 6;Myosin light polypeptide 6;Myosin light polypeptide 6;Myosin light polypeptide 6 (Fragment);Myosin light polypeptide 6",16,9,9,9,6.51758042130876,6.54197137687632,6.23421973115747,8.09226930195024,6.24428373735705,6.49330936393598,6.52938542392775
"534","F8W696;P02647","F8W696;P02647","F8W696;P02647","5;5","5;5","5;5","Apolipoprotein A-I;Apolipoprotein A-I",2,5,5,5,-0.473583499452456,-0.252063288012792,-1.1589088073114,2.69304304579203,-1.42618634725811,-0.726590457408733,1.07162428603213
